dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.0,1090.0,3.0,1
No,No,Unemployed,Yes,2.0,463.0,2.0,0
No,No,Working Professional,No,4.0,370.0,4.0,1
No,No,Unemployed,Yes,3.0,135.0,1.5,1
No,No,Unemployed,No,3.0,1622.0,3.0,1
No,No,Unemployed,Yes,5.0,213.0,2.5,0
No,No,Unemployed,Yes,2.0,87.0,2.0,0
No,No,Unemployed,No,5.0,185.0,2.5,0
No,No,Unemployed,No,3.0,199.0,1.5,0
No,No,Unemployed,Yes,1.0,9.0,1.0,0
No,No,Unemployed,No,4.0,2.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,1.0,562.0,1.0,0
No,No,Working Professional,Yes,5.0,1047.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,8.0,877.0,2.67,1
No,No,Unemployed,Yes,2.0,53.0,2.0,0
No,No,Unemployed,No,3.0,399.0,3.0,1
No,No,Unemployed,No,2.0,767.0,2.0,0
No,No,Unemployed,Yes,7.0,423.0,7.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,7.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,166.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,90.0,2.0,0
No,No,Unemployed,No,2.0,368.0,2.0,0
No,No,Unemployed,Yes,2.0,321.0,2.0,0
No,No,Unemployed,No,4.0,1656.0,2.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,32.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,816.0,4.0,1
No,No,Unemployed,No,6.0,1830.0,3.0,1
No,No,Unemployed,No,3.0,417.0,3.0,0
No,No,Unemployed,Yes,3.0,145.0,3.0,0
No,No,Unemployed,No,4.0,734.0,4.0,1
No,No,Unemployed,No,3.0,201.0,3.0,0
No,No,Unemployed,Yes,1.0,375.0,1.0,0
No,No,Unemployed,No,2.0,848.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,113.0,4.0,0
No,No,Unemployed,No,3.0,333.0,3.0,0
No,No,Unemployed,Yes,6.0,195.0,6.0,0
No,No,Unemployed,Yes,7.0,1369.0,3.5,0
No,No,Unemployed,No,4.0,1524.0,1.33,1
No,No,Working Professional,No,11.0,1695.0,5.5,1
No,No,Unemployed,No,6.0,763.0,3.0,0
Yes,No,Unemployed,No,5.0,106.0,5.0,0
No,No,Unemployed,Yes,6.0,1201.0,2.0,1
Yes,No,Unemployed,No,2.0,1234.0,2.0,0
No,No,Unemployed,Yes,6.0,1703.0,6.0,1
No,No,Student,No,6.0,158.0,3.0,0
No,No,Unemployed,No,2.0,238.0,2.0,0
No,No,Unemployed,No,2.0,287.0,2.0,1
No,No,Unemployed,Yes,4.0,35.0,2.0,0
No,No,Unemployed,Yes,1.0,967.0,1.0,1
No,No,Working Professional,No,4.0,746.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,2.0,234.0,1.0,0
No,No,Unemployed,Yes,3.0,519.0,3.0,0
No,No,Unemployed,No,3.0,1385.0,3.0,0
No,No,Unemployed,No,2.0,559.0,2.0,0
No,No,Unemployed,No,3.0,520.0,3.0,1
No,No,Unemployed,Yes,13.0,1311.0,1.86,1
No,No,Unemployed,Yes,3.0,402.0,1.5,0
No,No,Unemployed,No,2.0,250.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,31.0,2.465630081300813,0
No,No,Unemployed,Yes,11.0,30.0,5.5,0
Yes,No,Working Professional,No,9.0,1296.0,2.25,1
No,No,Unemployed,Yes,11.0,1505.0,3.67,1
No,No,Unemployed,Yes,3.0,4.0,1.5,0
No,No,Unemployed,Yes,4.0,95.0,4.0,0
No,No,Unemployed,No,3.0,956.0,1.5,0
No,No,Unemployed,Yes,5.0,112.0,5.0,1
No,No,Unemployed,No,4.0,1317.0,4.0,1
No,No,Unemployed,No,5.0,1715.0,1.67,1
No,No,Unemployed,No,6.0,128.0,6.0,0
No,No,Unemployed,Yes,2.0,823.0,2.0,1
No,No,Working Professional,No,2.0,1678.0,2.0,1
No,No,Unemployed,Yes,4.0,359.0,2.0,0
No,No,Unemployed,Yes,4.0,50.0,1.33,0
No,No,Unemployed,Yes,9.0,82.0,9.0,0
No,No,Unemployed,Yes,10.0,325.0,3.33,1
No,No,Unemployed,Yes,2.0,333.0,2.0,0
No,No,Businessman,No,7.0,68.0,7.0,1
No,No,Working Professional,No,2.0,323.0,2.0,0
Yes,No,Unemployed,No,2.0,1017.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,2.0,1152.0,2.0,1
No,No,Unemployed,Yes,2.0,246.0,2.0,0
No,No,Unemployed,Yes,5.0,56.0,2.5,0
No,No,Unemployed,No,2.0,1640.0,2.0,1
No,No,Unemployed,Yes,3.0,193.0,3.0,0
No,No,Unemployed,Yes,16.0,1226.0,2.0,1
No,No,Unemployed,No,2.0,1004.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1346.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,8.0,1585.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,1.0,396.0,1.0,1
No,No,Unemployed,No,4.0,1136.0,4.0,1
No,No,Working Professional,No,3.0,1177.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,8.0,1558.0,2.67,1
No,No,Working Professional,Yes,4.0,949.0,2.0,1
No,No,Unemployed,Yes,5.0,1313.0,2.5,1
No,No,Unemployed,No,4.0,1523.0,4.0,1
No,No,Unemployed,Yes,3.0,30.0,1.5,0
No,No,Unemployed,Yes,2.0,909.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,160.0,5.0,0
No,No,Unemployed,No,5.0,726.0,5.0,1
No,No,Unemployed,No,2.0,599.0,2.0,0
No,No,Unemployed,Yes,4.0,21.0,4.0,0
No,No,Unemployed,No,2.0,183.0,2.0,0
No,No,Unemployed,No,4.0,225.0,4.0,0
No,No,Unemployed,Yes,4.0,99.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,12.0,1117.0,2.4,1
No,No,Unemployed,No,4.0,1281.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1499.0,1.0,1
No,No,Unemployed,Yes,3.0,173.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,6.0,1688.0,3.0,1
No,No,Unemployed,Yes,1.0,232.0,1.0,0
No,No,Unemployed,No,5.0,232.0,2.5,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,42.0,4.0,0
No,No,Unemployed,No,2.0,2020.0,2.0,1
No,No,Unemployed,No,6.0,1117.0,6.0,1
No,No,Unemployed,Yes,3.0,1318.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,8.0,203.0,8.0,0
No,No,Unemployed,No,3.0,930.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,4.0,847.0,4.0,1
No,No,Unemployed,Yes,2.0,251.0,2.0,0
No,No,Unemployed,Yes,1.0,40.0,1.0,0
No,No,Unemployed,No,5.0,1037.0,5.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,237.0,4.0,0
No,No,Unemployed,No,2.0,1491.0,1.0,0
No,No,Working Professional,No,3.0,1052.0,3.0,1
No,No,Unemployed,Yes,4.0,1544.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,8.0,419.0,8.0,0
No,No,Working Professional,No,2.0,503.0,2.0,1
No,No,Unemployed,Yes,4.0,308.0,4.0,0
No,No,Unemployed,Yes,5.0,211.0,5.0,0
No,No,Unemployed,Yes,8.0,1355.0,8.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,136.0,1.5,0
No,No,Unemployed,Yes,9.0,1063.0,3.0,0
No,No,Unemployed,Yes,4.0,236.0,4.0,0
No,No,Unemployed,No,6.0,5.0,3.0,0
No,No,Unemployed,Yes,1.0,686.0,1.0,0
Yes,No,Unemployed,No,1.0,233.0,1.0,0
No,No,Unemployed,No,3.0,761.0,3.0,1
No,No,Unemployed,No,2.0,63.0,2.0,0
Yes,No,Unemployed,Yes,6.0,352.0,6.0,0
No,No,Unemployed,No,1.0,846.0,1.0,1
No,No,Working Professional,Yes,3.0,1449.0,1.5,1
No,No,Unemployed,Yes,2.0,138.0,2.0,0
No,No,Unemployed,No,10.0,1812.0,3.33,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,11.0,442.0,5.5,1
No,No,Student,No,4.0,1644.0,4.0,0
No,No,Unemployed,No,2.0,1456.0,2.0,0
No,No,Unemployed,Yes,2.0,244.0,2.0,0
No,No,Unemployed,No,3.5977173233270796,1186.0,2.465630081300813,1
No,No,Unemployed,No,4.0,827.0,4.0,1
No,No,Unemployed,No,4.0,882.0,2.0,1
No,No,Unemployed,Yes,4.0,30.0,4.0,1
No,No,Unemployed,No,5.0,1145.0,5.0,0
No,No,Unemployed,Yes,2.0,233.0,2.0,0
Yes,No,Unemployed,Yes,8.0,139.0,8.0,0
No,No,Working Professional,No,3.5977173233270796,1660.0,2.465630081300813,1
No,No,Unemployed,No,3.0,407.0,3.0,0
No,No,Unemployed,Yes,13.0,1226.0,6.5,1
No,No,Unemployed,Yes,4.0,12.0,2.0,0
No,No,Unemployed,No,3.0,503.0,1.5,0
No,No,Unemployed,Yes,4.0,1227.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,420.0,3.0,0
No,No,Unemployed,Yes,6.0,243.0,6.0,0
No,No,Unemployed,Yes,4.0,20.0,4.0,0
No,No,Unemployed,Yes,2.0,994.0,2.0,0
No,No,Unemployed,Yes,2.0,247.0,2.0,0
No,No,Unemployed,Yes,3.0,1746.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,14.0,1290.0,3.5,1
No,No,Working Professional,No,1.0,27.0,1.0,0
Yes,No,Unemployed,Yes,5.0,19.0,1.25,0
No,No,Unemployed,No,1.0,363.0,1.0,0
No,No,Unemployed,Yes,6.0,920.0,2.0,1
Yes,No,Unemployed,No,5.0,87.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,245.0,2.0,1
No,No,Unemployed,No,1.0,36.0,1.0,0
No,No,Unemployed,No,3.0,1678.0,3.0,1
No,No,Unemployed,Yes,5.0,129.0,5.0,0
No,No,Unemployed,No,3.0,633.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,10.0,147.0,2.5,1
No,No,Unemployed,No,3.0,1263.0,3.0,1
No,No,Unemployed,Yes,2.0,1603.0,2.0,1
No,No,Unemployed,No,5.0,1862.0,5.0,1
No,No,Unemployed,No,4.0,1337.0,4.0,1
No,No,Unemployed,No,2.0,1099.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,26.0,1157.0,2.17,1
No,No,Unemployed,No,2.0,205.0,2.0,0
Yes,No,Unemployed,Yes,5.0,78.0,5.0,0
No,No,Unemployed,Yes,3.0,1760.0,3.0,0
Yes,No,Unemployed,Yes,10.0,408.0,3.33,0
No,No,Unemployed,Yes,6.0,1131.0,6.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,238.0,2.465630081300813,0
No,No,Unemployed,No,4.0,1966.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1512.0,4.0,1
No,No,Unemployed,Yes,2.0,76.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,27.0,386.0,5.4,0
No,No,Unemployed,Yes,2.0,70.0,2.0,0
Yes,No,Unemployed,Yes,2.0,16.0,2.0,0
No,No,Unemployed,Yes,2.0,20.0,2.0,0
No,No,Unemployed,No,5.0,725.0,2.5,1
No,No,Unemployed,Yes,12.0,75.0,6.0,0
No,No,Unemployed,No,5.0,157.0,5.0,0
No,No,Unemployed,Yes,13.0,207.0,3.25,0
No,No,Working Professional,Yes,8.0,1144.0,2.0,1
Yes,No,Unemployed,Yes,7.0,80.0,7.0,0
No,No,Unemployed,Yes,7.0,1380.0,7.0,1
No,No,Unemployed,No,2.0,1319.0,2.0,1
No,No,Unemployed,Yes,3.0,82.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,87.0,5.0,0
No,No,Unemployed,Yes,4.0,18.0,4.0,0
No,No,Working Professional,No,5.0,1.0,5.0,1
No,No,Working Professional,Yes,3.0,105.0,3.0,1
Yes,No,Student,No,1.0,400.0,1.0,0
No,No,Unemployed,No,5.0,865.0,1.67,1
No,No,Unemployed,No,4.0,1075.0,4.0,1
Yes,No,Unemployed,No,2.0,1136.0,2.0,1
No,No,Unemployed,Yes,4.0,373.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,880.0,2.0,1
No,No,Unemployed,Yes,3.0,388.0,3.0,0
No,No,Unemployed,Yes,6.0,1158.0,1.5,1
No,No,Working Professional,Yes,6.0,1389.0,6.0,1
No,No,Unemployed,No,6.0,305.0,3.0,1
No,No,Unemployed,No,5.0,220.0,5.0,0
No,No,Unemployed,Yes,3.0,1375.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,8.0,403.0,2.0,0
No,No,Working Professional,No,13.0,724.0,2.17,1
No,No,Working Professional,No,3.5977173233270796,373.0,2.465630081300813,1
No,No,Unemployed,No,3.0,151.0,3.0,0
No,No,Unemployed,Yes,14.0,1442.0,2.8,1
No,No,Unemployed,No,4.0,1708.0,4.0,0
No,No,Unemployed,No,2.0,1485.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,103.0,2.465630081300813,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,562.0,3.0,0
No,No,Unemployed,Yes,8.0,33.0,1.6,0
No,No,Unemployed,Yes,6.0,209.0,3.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,2.0,1876.0,2.0,1
No,No,Unemployed,No,2.0,70.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,111.0,3.0,0
No,No,Unemployed,No,3.0,144.0,3.0,0
No,No,Unemployed,Yes,1.0,290.0,1.0,0
No,No,Unemployed,No,5.0,1469.0,5.0,1
Yes,No,Unemployed,Yes,2.0,876.0,2.0,1
No,No,Working Professional,No,3.0,36.0,3.0,0
No,No,Unemployed,No,3.0,173.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,6.0,1806.0,3.0,1
No,No,Working Professional,Yes,10.0,407.0,2.5,0
No,No,Unemployed,No,4.0,219.0,4.0,0
No,No,Unemployed,Yes,2.0,69.0,2.0,0
No,No,Unemployed,No,5.0,582.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,214.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,4.0,1272.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,3.0,738.0,1.5,0
No,No,Unemployed,Yes,3.0,142.0,3.0,0
No,No,Unemployed,No,5.0,547.0,2.5,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,371.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Student,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,4.0,784.0,4.0,1
No,No,Unemployed,No,2.0,1198.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,94.0,2.0,0
No,No,Unemployed,No,5.0,772.0,2.5,1
Yes,No,Unemployed,No,2.0,36.0,2.0,0
No,No,Unemployed,Yes,2.0,348.0,2.0,0
No,No,Unemployed,No,13.0,391.0,6.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,12.0,942.0,12.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1223.0,2.0,1
No,No,Unemployed,No,2.0,315.0,1.0,0
No,No,Unemployed,No,2.0,335.0,2.0,0
No,No,Unemployed,Yes,2.0,52.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,1602.0,1.33,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,241.0,7.0,1
No,No,Student,Yes,1.0,224.0,1.0,0
No,No,Unemployed,Yes,2.0,305.0,2.0,0
No,No,Unemployed,Yes,8.0,1372.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,210.0,3.0,0
Yes,No,Unemployed,No,3.0,118.0,3.0,0
No,No,Unemployed,No,3.0,127.0,3.0,0
No,No,Unemployed,No,3.0,28.0,1.5,0
No,No,Unemployed,No,4.0,475.0,4.0,0
No,No,Unemployed,Yes,7.0,219.0,2.33,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,362.0,4.0,1
No,No,Student,Yes,8.0,178.0,4.0,1
No,No,Unemployed,No,5.0,106.0,2.5,0
Yes,No,Unemployed,No,1.0,1936.0,1.0,0
No,No,Unemployed,Yes,2.0,79.0,2.0,1
No,No,Unemployed,No,1.0,36.0,1.0,1
No,No,Unemployed,No,5.0,217.0,2.5,1
No,No,Unemployed,No,3.0,7.0,3.0,0
No,No,Unemployed,No,4.0,882.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,2.0,435.0,2.0,0
No,No,Unemployed,No,6.0,504.0,6.0,1
No,No,Unemployed,Yes,2.0,314.0,2.0,0
No,No,Unemployed,No,3.0,94.0,3.0,0
No,No,Unemployed,No,2.0,1217.0,1.0,0
No,No,Unemployed,Yes,3.0,245.0,3.0,0
No,No,Unemployed,No,7.0,384.0,3.5,0
No,No,Working Professional,No,2.0,1281.0,2.0,1
No,No,Unemployed,Yes,3.0,1298.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.0,924.0,3.0,1
No,No,Unemployed,No,2.0,1020.0,2.0,1
No,No,Working Professional,Yes,2.0,831.0,2.0,1
Yes,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,366.0,2.5,0
No,No,Unemployed,No,8.0,94.0,2.0,1
No,No,Unemployed,No,3.0,1191.0,3.0,0
No,No,Working Professional,Yes,6.0,1689.0,6.0,1
No,No,Unemployed,Yes,2.0,351.0,2.0,0
No,No,Unemployed,Yes,7.0,5.0,7.0,0
Yes,No,Unemployed,No,2.0,104.0,2.0,0
No,No,Unemployed,No,5.0,386.0,5.0,0
No,No,Unemployed,No,4.0,913.0,4.0,0
No,No,Unemployed,No,2.0,1196.0,2.0,1
No,No,Unemployed,No,2.0,39.0,2.0,1
Yes,No,Unemployed,No,3.0,422.0,3.0,0
No,No,Unemployed,No,2.0,10.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,423.0,4.0,0
No,No,Unemployed,Yes,4.0,241.0,2.0,0
No,No,Unemployed,No,2.0,348.0,1.0,0
No,No,Unemployed,No,4.0,639.0,4.0,0
No,No,Unemployed,No,2.0,339.0,2.0,0
Yes,No,Student,No,1.0,784.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,6.0,158.0,3.0,0
No,No,Unemployed,No,3.5977173233270796,1168.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1622.0,2.0,0
No,No,Unemployed,No,3.0,143.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,1055.0,2.465630081300813,1
No,No,Unemployed,Yes,2.0,311.0,2.0,1
No,No,Unemployed,No,5.0,519.0,5.0,1
Yes,No,Unemployed,Yes,1.0,328.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,9.0,1448.0,1.8,1
No,No,Student,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,2013.0,2.0,1
No,No,Unemployed,Yes,10.0,1337.0,5.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,1333.0,2.0,1
No,No,Unemployed,No,3.0,125.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1451.0,1.0,1
No,No,Unemployed,No,2.0,302.0,2.0,0
No,No,Unemployed,Yes,2.0,341.0,2.0,0
No,No,Unemployed,No,5.0,301.0,5.0,1
No,No,Unemployed,Yes,2.0,134.0,2.0,0
No,No,Unemployed,Yes,7.0,252.0,2.33,0
Yes,No,Student,No,4.0,205.0,2.0,0
No,No,Unemployed,No,15.0,1108.0,3.0,1
No,No,Unemployed,Yes,1.0,210.0,1.0,0
No,No,Unemployed,Yes,2.0,84.0,2.0,0
No,No,Unemployed,Yes,4.0,940.0,2.0,1
Yes,No,Unemployed,No,2.0,116.0,2.0,0
No,No,Unemployed,No,2.0,1580.0,2.0,0
No,No,Student,Yes,5.0,1025.0,5.0,1
No,No,Unemployed,Yes,3.0,39.0,3.0,1
No,No,Unemployed,No,1.0,456.0,1.0,0
No,No,Unemployed,No,3.0,382.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1419.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,3.5977173233270796,1159.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,63.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,Yes,2.0,306.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,1.0,1238.0,1.0,0
No,No,Unemployed,Yes,2.0,241.0,2.0,0
No,No,Unemployed,No,2.0,195.0,2.0,1
No,No,Unemployed,No,3.0,1095.0,3.0,0
No,No,Unemployed,Yes,9.0,257.0,9.0,0
No,No,Working Professional,No,2.0,765.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,32.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,14.0,1047.0,1.4,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1426.0,2.0,1
No,No,Working Professional,No,4.0,427.0,4.0,1
No,No,Unemployed,Yes,4.0,173.0,2.0,0
Yes,No,Unemployed,Yes,2.0,387.0,2.0,0
No,No,Unemployed,No,2.0,1257.0,2.0,1
No,No,Working Professional,No,2.0,454.0,2.0,1
Yes,No,Unemployed,Yes,1.0,869.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,8.0,167.0,4.0,1
Yes,No,Unemployed,Yes,2.0,488.0,2.0,0
No,No,Unemployed,No,2.0,1328.0,1.0,1
No,No,Unemployed,No,4.0,347.0,4.0,0
No,No,Unemployed,No,3.0,1344.0,3.0,0
Yes,No,Unemployed,No,2.0,440.0,2.0,1
No,No,Working Professional,Yes,4.0,1541.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,1770.0,2.0,0
No,No,Unemployed,No,3.0,335.0,3.0,0
No,No,Unemployed,No,3.0,1497.0,3.0,1
Yes,No,Unemployed,No,42.0,1148.0,3.82,0
No,No,Working Professional,Yes,3.0,278.0,1.5,1
No,No,Working Professional,Yes,3.0,370.0,3.0,1
No,No,Working Professional,No,4.0,752.0,4.0,1
No,No,Unemployed,Yes,2.0,567.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,589.0,2.0,0
Yes,No,Unemployed,Yes,3.0,372.0,3.0,0
Yes,No,Unemployed,No,5.0,333.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,340.0,2.5,0
No,No,Unemployed,Yes,4.0,347.0,4.0,0
No,No,Unemployed,Yes,3.0,276.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,7.0,899.0,2.33,1
No,No,Unemployed,No,4.0,278.0,4.0,0
No,No,Unemployed,No,3.0,1399.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,606.0,2.0,0
No,No,Unemployed,Yes,8.0,813.0,4.0,0
No,No,Unemployed,Yes,6.0,1243.0,6.0,0
No,No,Unemployed,No,9.0,81.0,4.5,0
No,No,Unemployed,Yes,2.0,1328.0,2.0,0
No,No,Unemployed,Yes,2.0,75.0,2.0,0
No,No,Unemployed,Yes,5.0,215.0,5.0,0
No,No,Unemployed,No,20.0,1290.0,2.22,1
No,No,Working Professional,No,12.0,333.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,1143.0,2.0,1
No,No,Working Professional,Yes,5.0,1023.0,5.0,1
No,No,Unemployed,Yes,4.0,1255.0,4.0,0
No,No,Working Professional,Yes,15.0,1000.0,7.5,1
No,No,Unemployed,No,3.0,108.0,3.0,0
No,No,Working Professional,No,3.0,732.0,3.0,1
No,No,Unemployed,No,2.0,12.0,2.0,0
No,No,Student,Yes,8.0,1335.0,8.0,1
No,No,Student,Yes,3.0,980.0,3.0,1
No,No,Unemployed,Yes,2.0,408.0,2.0,0
No,No,Unemployed,Yes,6.0,419.0,6.0,0
No,No,Unemployed,Yes,5.0,1208.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,886.0,2.0,0
No,No,Unemployed,No,23.0,176.0,2.56,0
No,No,Unemployed,No,4.0,2226.0,2.0,0
